"type","log"
"tmf_mtosi","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:hdr=""http://www.tmforum.org/mtop/fmw/xsd/hdr/v1"" xmlns:nfa=""http://www.tmforum.org/mtop/fmw/xsd/notmsg/v1"" xmlns:albc=""http://www.tmforum.org/mtop/fmw/xsd/albc/v1""><soapenv:Header><hdr:header><hdr:activityName>notify</hdr:activityName><hdr:msgName>notify</hdr:msgName><hdr:msgType>NOTIFICATION</hdr:msgType><hdr:senderURI>http://ems1.acme.net/mtosi/v1</hdr:senderURI><hdr:timestamp>2026-03-08T11:02:44.118Z</hdr:timestamp><hdr:activityStatus>OK</hdr:activityStatus></hdr:header></soapenv:Header><soapenv:Body><nfa:notify><topic>ALARM</topic><alarm><notificationId>ALM-88412</notificationId><objectName><rdn><type>MD</type><value>EMS1</value></rdn><rdn><type>ME</type><value>OLT-CHI-04</value></rdn><rdn><type>PTP</type><value>1/1/2</value></rdn></objectName><objectType>OT_PHYSICAL_TERMINATION_POINT</objectType><notificationType>NT_ALARM</notificationType><probableCause>PC_LOSS_OF_SIGNAL</probableCause><perceivedSeverity>PS_CRITICAL</perceivedSeverity><isClearable>true</isClearable><additionalText>Optical receive power -38.2 dBm below LOS threshold</additionalText></alarm></nfa:notify></soapenv:Body></soapenv:Envelope>"
"3gpp_bulk_cm","<bulkCmConfigDataFile xmlns=""http://www.3gpp.org/ftp/specs/archive/32_series/32.615#configData"" xmlns:xn=""http://www.3gpp.org/ftp/specs/archive/28_series/28.541#gnbdu"" xmlns:un=""http://www.3gpp.org/ftp/specs/archive/32_series/32.765#utranNrm""><fileHeader fileFormatVersion=""32.615 V17.0"" senderName=""SubNetwork=RAN,MeContext=gNB-884211"" vendorName=""Ericsson""/><configData dnPrefix=""DC=example.com""><xn:SubNetwork id=""RAN""><xn:MeContext id=""gNB-884211""><xn:ManagedElement id=""gNB-884211""><xn:GNBDUFunction id=""1""><xn:attributes><xn:gNBId>884211</xn:gNBId><xn:gNBIdLength>24</xn:gNBIdLength><xn:administrativeState>UNLOCKED</xn:administrativeState><xn:operationalState>ENABLED</xn:operationalState></xn:attributes><xn:NRCellDU id=""NRCell-1""><xn:attributes><xn:cellLocalId>11</xn:cellLocalId><xn:nRPCI>301</xn:nRPCI><xn:arfcnDL>632628</xn:arfcnDL><xn:bSChannelBwDL>100</xn:bSChannelBwDL></xn:attributes></xn:NRCellDU></xn:GNBDUFunction></xn:ManagedElement></xn:MeContext></xn:SubNetwork></configData><fileFooter dateTime=""2026-04-18T00:15:00Z""/></bulkCmConfigDataFile>"
"3gpp_bulk_cm","<bulkCmConfigDataFile xmlns=""http://www.3gpp.org/ftp/specs/archive/32_series/32.615#configData"" xmlns:xn=""http://www.3gpp.org/ftp/specs/archive/32_series/32.625#genericNrm"" xmlns:un=""http://www.3gpp.org/ftp/specs/archive/32_series/32.645#utranNrm""><fileHeader fileFormatVersion=""32.615 V15.0"" senderName=""OSS-CHI-01"" vendorName=""Acme Networks""/><configData dnPrefix=""DC=acme.net""><xn:SubNetwork id=""SN-CENTRAL""><xn:MeContext id=""ENB-44182""><xn:ManagedElement id=""1""><xn:VsDataContainer id=""vs1""><xn:attributes><xn:vsDataType>vsDataFailedTransaction</xn:vsDataType><xn:vsDataFormatVersion>Acme_v3</xn:vsDataFormatVersion><vsDataFailedTransaction><operationName>createMO</operationName><resultCode>PARTIALLY_FAILED</resultCode><failedDn>ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=44182_3</failedDn><reason>Attribute pci=311 conflicts with neighbour cell 44179_1</reason></vsDataFailedTransaction></xn:attributes></xn:VsDataContainer></xn:ManagedElement></xn:MeContext></xn:SubNetwork></configData><fileFooter dateTime=""2026-04-21T02:00:00Z""/></bulkCmConfigDataFile>"
"3gpp_pm_measurement","<measCollecFile xmlns=""http://www.3gpp.org/ftp/specs/archive/32_series/32.435#measCollec""><fileHeader dnPrefix=""DC=example.com"" fileFormatVersion=""32.435 V17.0""><fileSender localDn=""SubNetwork=RAN,ManagedElement=gNB-884211"" elementType=""gNB""/><measCollec beginTime=""2026-04-19T09:00:00+00:00""/></fileHeader><measData><managedElement localDn=""SubNetwork=RAN,ManagedElement=gNB-884211"" swVersion=""23.Q4.117""/><measInfo measInfoId=""NRCellDU.Traffic""><job jobId=""PM-JOB-4471""/><granPeriod duration=""PT900S"" endTime=""2026-04-19T09:15:00+00:00""/><repPeriod duration=""PT900S""/><measType p=""1"">RRC.ConnEstabAtt.sum</measType><measType p=""2"">RRC.ConnEstabSucc.sum</measType><measType p=""3"">DRB.UEThpDl.mean</measType><measValue measObjLdn=""NRCellDU=NRCell-1""><r p=""1"">18442</r><r p=""2"">18401</r><r p=""3"">88421114</r><suspect>false</suspect></measValue></measInfo></measData><fileFooter><measCollec endTime=""2026-04-19T09:15:00+00:00""/></fileFooter></measCollecFile>"
"3gpp_pm_measurement","<measCollecFile xmlns=""http://www.3gpp.org/ftp/specs/archive/32_series/32.435#measCollec""><fileHeader fileFormatVersion=""32.435 V10.0"" vendorName=""Acme Networks"" dnPrefix=""DC=acme.net""><fileSender localDn=""SubNetwork=SN-CENTRAL,ManagedElement=ENB-44182"" elementType=""eNodeB""/><measCollec beginTime=""2026-05-30T13:45:00Z""/></fileHeader><measData><managedElement localDn=""SubNetwork=SN-CENTRAL,ManagedElement=ENB-44182"" swVersion=""R21.2.4""/><measInfo measInfoId=""RRC.ConnEstabFail""><job jobId=""PM-JOB-118""/><granPeriod duration=""PT900S"" endTime=""2026-05-30T14:00:00Z""/><repPeriod duration=""PT900S""/><measType p=""1"">RRC.ConnEstabAtt</measType><measType p=""2"">RRC.ConnEstabFail.Congestion</measType><measType p=""3"">ERAB.RelAbnormalEnbAct</measType><measValue measObjLdn=""EUtranCellFDD=44182_3""><r p=""1"">18442</r><r p=""2"">7311</r><r p=""3"">2204</r><suspect>true</suspect></measValue></measInfo></measData><fileFooter><measCollec endTime=""2026-05-30T14:00:00Z""/></fileFooter></measCollecFile>"
"ipdr_xdr","<IPDRDoc xmlns=""http://www.ipdr.org/namespaces/ipdr"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" docId=""8f21c044-1b90-4e77-9a3d-2c5f70e11884"" creationTime=""2026-04-21T06:00:00Z"" IPDRRecorderInfo=""cmts-agg04.example.net"" version=""3.5.1""><IPDR xsi:type=""IPDRType""><IPDRCreationTime>2026-04-21T05:59:58Z</IPDRCreationTime><seqNum>884211</seqNum><subscriberId>SUB-4471029</subscriberId><CMTShostname>cmts-agg04.example.net</CMTShostname><CMTSipAddress>10.72.4.11</CMTSipAddress><CMmacAddress>001A2B3C4D5E</CMmacAddress><CMipAddress>100.72.18.204</CMipAddress><serviceClassName>DOCSIS_50M_UP</serviceClassName><SFtype>Upstream</SFtype><serviceDirection>2</serviceDirection><octetsPassed>18442190</octetsPassed><pktsPassed>142118</pktsPassed><recType>7</recType><serviceTimeCreated>2026-04-21T05:00:00Z</serviceTimeCreated></IPDR><IPDRDoc.End count=""1"" endTime=""2026-04-21T06:00:00Z""/></IPDRDoc>"
"ipdr_xdr","<IPDRDoc xmlns=""http://www.ipdr.org/namespaces/ipdr"" docId=""7f2b41c8-9a03-4de1-b012-5c8e7d1a4402"" creationTime=""2026-06-11T05:00:00Z"" IPDRRecorderInfo=""cmts-agg-04.acme.net"" version=""3.5-A.0""><IPDR><seqNum>884211</seqNum><IPDRcreationTime>2026-06-11T04:59:58Z</IPDRcreationTime><subscriberId>SUB-4418822</subscriberId><CMmacAddress>00:1A:2B:3C:4D:5E</CMmacAddress><CMipAddress>100.64.18.221</CMipAddress><serviceClassName>Docsis-Gold-1G</serviceClassName><RecType>4</RecType><octetsDownstream>0</octetsDownstream><octetsUpstream>0</octetsUpstream><statusChangeReason>ServiceDeniedT4Timeout</statusChangeReason><errorCode>DHCP-1002</errorCode><errorText>Cable modem failed DHCP; MDD timeout on downstream channel 21</errorText></IPDR><IPDRDoc.End count=""1"" endTime=""2026-06-11T05:00:00Z""/></IPDRDoc>"
"sap_idoc","<ORDERS05><IDOC BEGIN=""1""><EDI_DC40 SEGMENT=""1""><TABNAM>EDI_DC40</TABNAM><MANDT>100</MANDT><DOCNUM>0000000018442119</DOCNUM><DIRECT>2</DIRECT><IDOCTYP>ORDERS05</IDOCTYP><MESTYP>ORDERS</MESTYP><SNDPOR>SAPPRD</SNDPOR><SNDPRT>LS</SNDPRT><SNDPRN>PRDCLNT100</SNDPRN><RCVPOR>A000000012</RCVPOR><RCVPRT>KU</RCVPRT><RCVPRN>0001004471</RCVPRN><CREDAT>20260423</CREDAT><CRETIM>091402</CRETIM><SERIAL>20260423091402</SERIAL></EDI_DC40><E1EDK01 SEGMENT=""1""><CURCY>EUR</CURCY><WKURS>1.00000</WKURS><BELNR>4500118842</BELNR><BSART>NB</BSART><RECIPNT_NO>0001004471</RECIPNT_NO></E1EDK01><E1EDP01 SEGMENT=""1""><POSEX>00010</POSEX><MENGE>240.000</MENGE><MENEE>PCE</MENEE><NETWR>4788.00</NETWR><E1EDP19 SEGMENT=""1""><QUALF>002</QUALF><IDTNR>MAT-004471</IDTNR><KTEXT>Bearing assembly, 40mm</KTEXT></E1EDP19></E1EDP01></IDOC></ORDERS05>"
"sap_idoc","<ORDERS05 xmlns=""urn:sap-com:document:sap:idoc:messages""><IDOC BEGIN=""1""><EDI_DC40 SEGMENT=""1""><TABNAM>EDI_DC40</TABNAM><DOCNUM>0000000018844213</DOCNUM><STATUS>51</STATUS><DIRECT>2</DIRECT><IDOCTYP>ORDERS05</IDOCTYP><MESTYP>ORDERS</MESTYP><SNDPRN>VENDOR4471</SNDPRN><SNDPRT>LI</SNDPRT><RCVPRN>PRDCLNT100</RCVPRN><CREDAT>20260317</CREDAT><CRETIM>114402</CRETIM></EDI_DC40><E1EDK01 SEGMENT=""1""><CURCY>EUR</CURCY><BELNR>4500881221</BELNR></E1EDK01><E1EDP01 SEGMENT=""1""><POSEX>000010</POSEX><MENGE>250</MENGE><MATNR>MAT-00291844</MATNR></E1EDP01><STATUS><MSGTY>E</MSGTY><MSGID>VKORG</MSGID><MSGNO>021</MSGNO><MSGV1>MAT-00291844</MSGV1><MSGV2>1000</MSGV2><STATXT>Material MAT-00291844 is not defined for sales org 1000</STATXT></STATUS></IDOC></ORDERS05>"
"sap_xi_message","<SAP:Main xmlns:SAP=""http://sap.com/xi/XI/Message/30"" xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" versionMajor=""3"" versionMinor=""0"" soapenv:mustUnderstand=""1""><SAP:MessageClass>ApplicationMessage</SAP:MessageClass><SAP:ProcessingMode>asynchronous</SAP:ProcessingMode><SAP:MessageId>4f18c204-9a13-4b77-8e0d-31a5c9f4b210</SAP:MessageId><SAP:TimeSent>2026-04-24T13:22:08Z</SAP:TimeSent><SAP:Sender><SAP:Party agency="""" scheme=""""/><SAP:Service>BS_ERP_PRD</SAP:Service><SAP:Interface namespace=""urn:example.com:sales:orders"">OrderCreate_Out</SAP:Interface></SAP:Sender><SAP:Receiver><SAP:Party agency="""" scheme=""""/><SAP:Service>BS_CRM_PRD</SAP:Service><SAP:Interface namespace=""urn:example.com:sales:orders"">OrderCreate_In</SAP:Interface></SAP:Receiver><SAP:Interface namespace=""urn:example.com:sales:orders"">OrderCreate_Out</SAP:Interface><SAP:HopList><SAP:Hop timeStamp=""2026-04-24T13:22:08Z"" wasRead=""false""><SAP:Engine type=""IS"">af.prd.sapci01</SAP:Engine><SAP:Adapter namespace=""http://sap.com/xi/XI/System"">XI</SAP:Adapter><SAP:MessageId>4f18c204-9a13-4b77-8e0d-31a5c9f4b210</SAP:MessageId></SAP:Hop></SAP:HopList></SAP:Main>"
"sap_xi_message","<SOAP:Envelope xmlns:SOAP=""http://schemas.xmlsoap.org/soap/envelope/""><SOAP:Header><sap:Main xmlns:sap=""http://sap.com/xi/XI/Message/30"" versionMajor=""3"" versionMinor=""0"" SOAP:mustUnderstand=""1""><sap:MessageClass>ApplicationError</sap:MessageClass><sap:ProcessingMode>asynchronous</sap:ProcessingMode><sap:MessageId>4a1c8f92-3b17-4de6-9c02-7f5b1e884d31</sap:MessageId><sap:TimeSent>2026-04-14T08:22:41Z</sap:TimeSent><sap:Sender><sap:Party agency=""ACME"" scheme=""ALE#""/><sap:Service>BC_MDM</sap:Service></sap:Sender><sap:Interface namespace=""http://acme.com/xi/MaterialMaster"">MaterialReplicate_Out</sap:Interface></sap:Main><sap:Error xmlns:sap=""http://sap.com/xi/XI/Message/30"" SOAP:mustUnderstand=""1""><sap:Category>XIAdapterFramework</sap:Category><sap:Code area=""MESSAGE"">GENERAL</sap:Code><sap:P1>com.sap.engine.interfaces.messaging.api.exception.MessagingException: JDBC adapter receiver channel CC_JDBC_MDM: ORA-00001: unique constraint (MDM.PK_MATERIAL) violated</sap:P1><sap:AdditionalText>Delivering the message to the application using connection JDBC_http://sap.com/xi/XI/System failed.</sap:AdditionalText><sap:Stack>MessagingException: ORA-00001</sap:Stack></sap:Error></SOAP:Header><SOAP:Body/></SOAP:Envelope>"
"oracle_ebs_xml_gateway","<ENVELOPE><MESSAGE_ID>7F18C2049A134B778E0D31A5C9F4B210</MESSAGE_ID><MESSAGE_TYPE>XML</MESSAGE_TYPE><MESSAGE_STANDARD>OAG</MESSAGE_STANDARD><TRANSACTION_TYPE>PO</TRANSACTION_TYPE><TRANSACTION_SUBTYPE>PROCESS</TRANSACTION_SUBTYPE><DOCUMENT_NUMBER>4500118842</DOCUMENT_NUMBER><PARTYID>1004471</PARTYID><PARTY_SITE_ID>2088</PARTY_SITE_ID><PROTOCOL_TYPE>HTTP</PROTOCOL_TYPE><PROTOCOL_ADDRESS>https://b2b.supplier.example.com/inbound</PROTOCOL_ADDRESS><USERNAME>EBS_B2B</USERNAME><ATTRIBUTE1>PRD</ATTRIBUTE1><PAYLOAD><PROCESS_PO_007 xmlns=""http://www.openapplications.org/oagis""><CNTROLAREA><BSR><VERB value=""PROCESS"">PROCESS</VERB><NOUN value=""PO"">PO</NOUN><REVISION value=""007"">007</REVISION></BSR><SENDER><LOGICALID>EBSPRD</LOGICALID><COMPONENT>PURCHASING</COMPONENT><TASK>POISSUE</TASK><CREATIONDATE>2026-04-27T08:41:02Z</CREATIONDATE></SENDER></CNTROLAREA></PROCESS_PO_007></PAYLOAD></ENVELOPE>"
"oracle_ebs_xml_gateway","<ECX_MESSAGE xmlns:ecx=""http://www.oracle.com/ecx""><ECX_HEADER><MESSAGE_ID>8841F2C09A034DE1B0125C8E7D1A4402</MESSAGE_ID><MESSAGE_TYPE>XML</MESSAGE_TYPE><MESSAGE_STANDARD>OAG</MESSAGE_STANDARD><TRANSACTION_TYPE>PO</TRANSACTION_TYPE><TRANSACTION_SUBTYPE>PROCESS</TRANSACTION_SUBTYPE><PARTY_SITE_ID>4471</PARTY_SITE_ID><PROTOCOL_TYPE>HTTP</PROTOCOL_TYPE><STATUS>ERROR</STATUS><TIME_STAMP>2026-02-27T19:04:11Z</TIME_STAMP></ECX_HEADER><ECX_ERROR><ERROR_CODE>ECX_TP_NOT_ENABLED</ERROR_CODE><ERROR_MESSAGE>Trading partner setup is not enabled for the party site id 4471 and transaction PO:PROCESS</ERROR_MESSAGE><ERROR_TYPE>SETUP</ERROR_TYPE><RETRY_COUNT>3</RETRY_COUNT><QUEUE_NAME>ECX_OUTBOUND</QUEUE_NAME></ECX_ERROR></ECX_MESSAGE>"
"netsuite_suitetalk","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soapenv:Header><platformMsgs:documentInfo xmlns:platformMsgs=""urn:messages_2025_1.platform.webservices.netsuite.com""><platformMsgs:nsId>WEBSERVICES_TSTDRV884211_04292026118442119</platformMsgs:nsId></platformMsgs:documentInfo></soapenv:Header><soapenv:Body><addResponse xmlns=""urn:messages_2025_1.platform.webservices.netsuite.com""><writeResponse><platformCore:status isSuccess=""true"" xmlns:platformCore=""urn:core_2025_1.platform.webservices.netsuite.com""/><baseRef internalId=""884211"" type=""salesOrder"" xsi:type=""platformCore:RecordRef"" xmlns:platformCore=""urn:core_2025_1.platform.webservices.netsuite.com""/></writeResponse></addResponse></soapenv:Body></soapenv:Envelope>"
"netsuite_suitetalk","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:platformFaults=""urn:faults_2024_2.platform.webservices.netsuite.com"" xmlns:platformCore=""urn:core_2024_2.platform.webservices.netsuite.com""><soapenv:Header><platformMsgs:documentInfo xmlns:platformMsgs=""urn:messages_2024_2.platform.webservices.netsuite.com""><platformMsgs:nsId>WEBSERVICES_TSTDRV1948217_0417202611442841</platformMsgs:nsId></platformMsgs:documentInfo></soapenv:Header><soapenv:Body><soapenv:Fault><faultcode>soapenv:Server.userException</faultcode><faultstring>Only one request may be made against a session at a time</faultstring><detail><platformFaults:exceededRequestLimitFault><platformCore:code>EXCEEDED_REQUEST_LIMIT</platformCore:code><platformCore:message>Only one request may be made against a session at a time. Concurrent request limit exceeded for account TSTDRV1948217.</platformCore:message></platformFaults:exceededRequestLimitFault></detail></soapenv:Fault></soapenv:Body></soapenv:Envelope>"
"edifact_to_xml_envelope","<Interchange><UNB><S001><E0001>UNOC</E0001><E0002>3</E0002></S001><S002><E0004>4401188420001</E0004><E0007>14</E0007></S002><S003><E0010>5790000118842</E0010><E0007>14</E0007></S003><S004><E0017>260501</E0017><E0019>0914</E0019></S004><E0020>IC00184421</E0020></UNB><Message><UNH><E0062>MSG0000001</E0062><S009><E0065>ORDERS</E0065><E0052>D</E0052><E0054>96A</E0054><E0051>UN</E0051></S009></UNH><BGM><C002><E1001>220</E1001></C002><C106><E1004>PO-4500118842</E1004></C106><E1225>9</E1225></BGM><DTM><C507><E2005>137</E2005><E2380>20260501</E2380><E2379>102</E2379></C507></DTM><UNT><E0074>12</E0074><E0062>MSG0000001</E0062></UNT></Message><UNZ><E0036>1</E0036><E0020>IC00184421</E0020></UNZ></Interchange>"
"edifact_to_xml_envelope","<EDIFACT_Interchange xmlns=""urn:acme:b2b:edifact:v1"" status=""REJECTED""><UNB><S001><E0001>UNOC</E0001><E0002>3</E0002></S001><S002><E0004>4012345000009</E0004><E0007>14</E0007></S002><S003><E0010>5790000012345</E0010><E0007>14</E0007></S003><S004><E0017>260518</E0017><E0019>1142</E0019></S004><E0020>INT884211</E0020></UNB><UNH><E0062>MSG0001</E0062><S009><E0065>ORDERS</E0065><E0052>D</E0052><E0054>96A</E0054><E0051>UN</E0051></S009></UNH><ValidationErrors><Error segment=""LIN"" position=""7"" element=""7140"" code=""EDI-4021"" severity=""FATAL"">GTIN '0401234500000X' fails mod-10 check digit validation</Error><Error segment=""QTY"" position=""9"" element=""6060"" code=""EDI-4110"" severity=""FATAL"">Quantity value '-15' not permitted for qualifier 21</Error></ValidationErrors><CONTRL><E0083>7</E0083><E0085>13</E0085></CONTRL></EDIFACT_Interchange>"
"x12_to_xml_envelope","<X12_00401_850><ISA><ISA01>00</ISA01><ISA02>          </ISA02><ISA03>00</ISA03><ISA04>          </ISA04><ISA05>ZZ</ISA05><ISA06>ACMERETAIL     </ISA06><ISA07>ZZ</ISA07><ISA08>SUPPLIER004471 </ISA08><ISA09>260504</ISA09><ISA10>1412</ISA10><ISA11>U</ISA11><ISA12>00401</ISA12><ISA13>000188421</ISA13><ISA14>0</ISA14><ISA15>P</ISA15><ISA16>&gt;</ISA16></ISA><GS><GS01>PO</GS01><GS02>ACMERETAIL</GS02><GS03>SUPPLIER004471</GS03><GS04>20260504</GS04><GS05>1412</GS05><GS06>188421</GS06><GS07>X</GS07><GS08>004010</GS08></GS><ST><ST01>850</ST01><ST02>0001</ST02></ST><BEG><BEG01>00</BEG01><BEG02>SA</BEG02><BEG03>4500118842</BEG03><BEG05>20260504</BEG05></BEG><PO1><PO101>1</PO101><PO102>240</PO102><PO103>EA</PO103><PO104>19.95</PO104><PO106>BP</PO106><PO107>MAT-004471</PO107></PO1><CTT><CTT01>1</CTT01></CTT><SE><SE01>8</SE01><SE02>0001</SE02></SE><GE><GE01>1</GE01><GE02>188421</GE02></GE><IEA><IEA01>1</IEA01><IEA02>000188421</IEA02></IEA></X12_00401_850>"
"x12_to_xml_envelope","<X12Interchange xmlns=""urn:acme:b2b:x12:v1""><ISA><ISA01>00</ISA01><ISA06>ACMEPARTNER01 </ISA06><ISA08>9012345678     </ISA08><ISA09>260622</ISA09><ISA10>0844</ISA10><ISA13>000884211</ISA13><ISA15>P</ISA15></ISA><GS><GS01>HC</GS01><GS02>ACMEPAYER</GS02><GS06>884211</GS06><GS08>005010X222A1</GS08></GS><TransactionSet id=""837"" controlNumber=""0001"" status=""REJECTED""><AcknowledgmentType>999</AcknowledgmentType><IK3 segmentId=""NM1"" position=""19"" loop=""2010BA"" errorCode=""8""><IK4 elementPosition=""9"" errorCode=""7"" badValue=""ABCD1234EF"">Invalid character in subscriber primary identifier</IK4></IK3><IK5 status=""R"" errorCode1=""5""/></TransactionSet><AK9 status=""R"" setsIncluded=""1"" setsReceived=""1"" setsAccepted=""0"" errorCode=""5""/></X12Interchange>"
"ebxml_message","<soap:Envelope xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:eb=""http://www.oasis-open.org/committees/ebxml-msg/schema/msg-header-2_0.xsd"" xmlns:xlink=""http://www.w3.org/1999/xlink""><soap:Header><eb:MessageHeader eb:id=""hdr-884211"" eb:version=""2.0"" soap:mustUnderstand=""1""><eb:From><eb:PartyId eb:type=""urn:duns"">123456789</eb:PartyId><eb:Role>Buyer</eb:Role></eb:From><eb:To><eb:PartyId eb:type=""urn:duns"">987654321</eb:PartyId><eb:Role>Supplier</eb:Role></eb:To><eb:CPAId>cpa-acme-supplier-v3</eb:CPAId><eb:ConversationId>conv-4f18c204-9a13-4b77</eb:ConversationId><eb:Service eb:type=""ebxml"">urn:example:procurement</eb:Service><eb:Action>OrderAck</eb:Action><eb:MessageData><eb:MessageId>msg-8842119-20260506@acme.example.com</eb:MessageId><eb:Timestamp>2026-05-06T07:41:18Z</eb:Timestamp><eb:RefToMessageId>msg-8842118-20260505@supplier.example.com</eb:RefToMessageId></eb:MessageData><eb:DuplicateElimination/></eb:MessageHeader><eb:AckRequested eb:version=""2.0"" soap:mustUnderstand=""1"" eb:signed=""false""/></soap:Header><soap:Body><eb:Manifest eb:version=""2.0""><eb:Reference eb:id=""payload-1"" xlink:href=""cid:orderack-4500118842@acme.example.com""><eb:Description xml:lang=""en"">Order acknowledgement payload</eb:Description></eb:Reference></eb:Manifest></soap:Body></soap:Envelope>"
"ebxml_message","<soap:Envelope xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:eb=""http://www.oasis-open.org/committees/ebxml-msg/schema/msg-header-2_0.xsd""><soap:Header><eb:MessageHeader eb:version=""2.0"" soap:mustUnderstand=""1""><eb:From><eb:PartyId eb:type=""urn:duns"">123456789</eb:PartyId></eb:From><eb:To><eb:PartyId eb:type=""urn:duns"">987654321</eb:PartyId></eb:To><eb:CPAId>cpa-acme-partner-001</eb:CPAId><eb:ConversationId>conv-4418822</eb:ConversationId><eb:Service eb:type=""urn:acme"">OrderService</eb:Service><eb:Action>MessageError</eb:Action><eb:MessageData><eb:MessageId>msgid-7f2b41c8@acme.example.com</eb:MessageId><eb:Timestamp>2026-01-16T21:11:04Z</eb:Timestamp><eb:RefToMessageId>msgid-9a034de1@partner.example.net</eb:RefToMessageId></eb:MessageData></eb:MessageHeader><eb:ErrorList eb:version=""2.0"" soap:mustUnderstand=""1"" eb:highestSeverity=""Error""><eb:Error eb:errorCode=""SecurityFailure"" eb:severity=""Error"" eb:location=""//soap:Header/ds:Signature"" eb:codeContext=""urn:oasis:names:tc:ebxml-msg:service:errors""><eb:Description xml:lang=""en-US"">Signature validation failed: certificate CN=partner.example.net expired 2026-01-10</eb:Description></eb:Error></eb:ErrorList></soap:Header><soap:Body/></soap:Envelope>"
"cxml_punchout","<cXML payloadID=""1778412188.8842@procure.example.com"" timestamp=""2026-05-08T10:03:08-07:00"" version=""1.2.045"" xml:lang=""en-US""><Response><Status code=""200"" text=""OK""/><PunchOutSetupResponse><StartPage><URL>https://catalog.supplier.example.com/punchout/session/8f21c0441b904e779a3d2c5f70e11884</URL></StartPage></PunchOutSetupResponse></Response></cXML>"
"cxml_punchout","<cXML version=""1.2.045"" payloadID=""2026041808441.884211@procure.acme.example.com"" timestamp=""2026-04-18T08:44:12-04:00"" xml:lang=""en-US""><Response><Status code=""401"" text=""Unauthorized"">Shared secret for sender NetworkId AN01000004471 does not match; PunchOutSetupRequest rejected</Status></Response></cXML>"
"ubl_invoice","<Invoice xmlns=""urn:oasis:names:specification:ubl:schema:xsd:Invoice-2"" xmlns:cbc=""urn:oasis:names:specification:ubl:schema:xsd:CommonBasicComponents-2"" xmlns:cac=""urn:oasis:names:specification:ubl:schema:xsd:CommonAggregateComponents-2""><cbc:CustomizationID>urn:cen.eu:en16931:2017</cbc:CustomizationID><cbc:ID>INV-2026-0044821</cbc:ID><cbc:IssueDate>2026-05-11</cbc:IssueDate><cbc:DueDate>2026-06-10</cbc:DueDate><cbc:InvoiceTypeCode>380</cbc:InvoiceTypeCode><cbc:DocumentCurrencyCode>EUR</cbc:DocumentCurrencyCode><cac:AccountingSupplierParty><cac:Party><cbc:EndpointID schemeID=""0088"">5790000118842</cbc:EndpointID><cac:PartyName><cbc:Name>Supplier Nord GmbH</cbc:Name></cac:PartyName></cac:Party></cac:AccountingSupplierParty><cac:AccountingCustomerParty><cac:Party><cbc:EndpointID schemeID=""0088"">4401188420001</cbc:EndpointID><cac:PartyName><cbc:Name>Acme Retail Europe BV</cbc:Name></cac:PartyName></cac:Party></cac:AccountingCustomerParty><cac:TaxTotal><cbc:TaxAmount currencyID=""EUR"">909.72</cbc:TaxAmount></cac:TaxTotal><cac:LegalMonetaryTotal><cbc:LineExtensionAmount currencyID=""EUR"">4788.00</cbc:LineExtensionAmount><cbc:TaxExclusiveAmount currencyID=""EUR"">4788.00</cbc:TaxExclusiveAmount><cbc:TaxInclusiveAmount currencyID=""EUR"">5697.72</cbc:TaxInclusiveAmount><cbc:PayableAmount currencyID=""EUR"">5697.72</cbc:PayableAmount></cac:LegalMonetaryTotal><cac:InvoiceLine><cbc:ID>1</cbc:ID><cbc:InvoicedQuantity unitCode=""H87"">240</cbc:InvoicedQuantity><cbc:LineExtensionAmount currencyID=""EUR"">4788.00</cbc:LineExtensionAmount><cac:Item><cbc:Name>Bearing assembly, 40mm</cbc:Name><cac:SellersItemIdentification><cbc:ID>MAT-004471</cbc:ID></cac:SellersItemIdentification></cac:Item><cac:Price><cbc:PriceAmount currencyID=""EUR"">19.95</cbc:PriceAmount></cac:Price></cac:InvoiceLine></Invoice>"
